"";"Hydro_condition";"plot_ident";"plant_ident";"H_stem";"H_spike";"N_kernel";"W_kernel";"N_spikelet";"Ps";"Yield_Cor";"Bloc";"N_spike";"PMG";"H_plant";"Fertility_rate"
"1";"D";"26";1;58,2;6,4;25;NA;21;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;64,6;75
"2";"D";"26";2;74,5;5,5;22;NA;13;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;80;75
"3";"D";"26";3;68;7,1;21;NA;17;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;75,1;87,5
"4";"D";"26";4;52;5,5;22;NA;17;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;57,5;75
"5";"D";"26";5;69;5,5;24;NA;15;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;74,5;75
"6";"D";"26";6;66;8,4;47;NA;21;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;74,4;100
"7";"D";"26";7;61,4;7,1;41;NA;23;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;68,5;87,5
"8";"D";"26";8;63,4;8,4;16;NA;21;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;71,8;75
"9";"D";"26";9;60,5;6,8;28;NA;19;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;67,3;100
"10";"D";"26";10;75,4;7,5;31;NA;23;83,2;448,2092652632;"C3";292,5696594427;49,2527287993283;82,9;87,5
"11";"D";"14";1;85;11,1;54;NA;25;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;96,1;100
"12";"D";"14";2;63,6;6;28;NA;17;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;69,6;100
"13";"D";"14";3;65,5;7;50;NA;21;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;72,5;100
"14";"D";"14";4;62,5;6,5;28;NA;23;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;69;100
"15";"D";"14";5;60,4;9;50;NA;19;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;69,4;100
"16";"D";"14";6;76,4;7,1;42;NA;21;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;83,5;100
"17";"D";"14";7;64,9;8;35;NA;15;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;72,9;87,5
"18";"D";"14";8;60,1;7,1;38;NA;19;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;67,2;75
"19";"D";"14";9;61;7,5;21;NA;15;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;68,5;62,5
"20";"D";"14";10;55;6;19;NA;17;81,3;311,8062592105;"B3";235,2941176471;45,9098497495826;61;62,5
"21";"D";"24";1;68;7,1;34;NA;19;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;75,1;87,5
"22";"D";"24";2;63,8;6;24;NA;15;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;69,8;100
"23";"D";"24";3;67,9;8;25;NA;19;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;75,9;100
"24";"D";"24";4;77,3;8,5;37;NA;25;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;85,8;100
"25";"D";"24";5;60;8,1;37;NA;21;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;68,1;87,5
"26";"D";"24";6;53,6;7,1;30;NA;17;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;60,7;100
"27";"D";"24";7;66;7;49;NA;19;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;73;100
"28";"D";"24";8;54;6;34;NA;17;80,6;486,6493578947;"B3";346,7492260062;49,4472361809045;60;100
"29";"D";"29";1;75,5;7;40;NA;19;8;466,8915789474;"C3";314,2414860681;49,3979933110368;82,5;100
"30";"D";"29";2;73,1;8;41;NA;21;8;466,8915789474;"C3";314,2414860681;49,3979933110368;81,1;100
"31";"D";"29";3;64,9;6,1;32;NA;21;8;466,8915789474;"C3";314,2414860681;49,3979933110368;71;100
"32";"D";"29";4;63,6;7,1;29;NA;19;8;466,8915789474;"C3";314,2414860681;49,3979933110368;70,7;62,5
"33";"D";"29";5;69,1;8,5;45;NA;21;8;466,8915789474;"C3";314,2414860681;49,3979933110368;77,6;62,5
"34";"D";"29";6;81,6;7;31;NA;19;8;466,8915789474;"C3";314,2414860681;49,3979933110368;88,6;87,5
"35";"D";"29";7;72;8,5;42;NA;23;8;466,8915789474;"C3";314,2414860681;49,3979933110368;80,5;100
"36";"D";"29";8;57,5;6;26;NA;19;8;466,8915789474;"C3";314,2414860681;49,3979933110368;63,5;100
"37";"D";"29";9;45,6;5,5;17;NA;17;8;466,8915789474;"C3";314,2414860681;49,3979933110368;51,1;75
"38";"D";"47";1;71;6,3;25;NA;21;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;77,3;100
"39";"D";"47";2;53,3;5;23;NA;17;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;58,3;100
"40";"D";"47";3;80,7;8;34;NA;23;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;88,7;100
"41";"D";"47";4;64,6;5,1;22;NA;17;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;69,7;75
"42";"D";"47";5;49,2;5,5;22;NA;17;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;54,7;87,5
"43";"D";"47";6;59,4;6,2;26;NA;17;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;65,6;100
"44";"D";"47";7;47,8;5,1;15;NA;17;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;52,9;75
"45";"D";"47";8;69;5;26;NA;17;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;74;87,5
"46";"D";"47";9;49,4;6,1;22;NA;19;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;55,5;100
"47";"D";"47";10;54;6,4;13;NA;15;80,9;347,5908842105;"D3";232,1981424149;52,2327586206897;60,4;75
"48";"D";"13";1;61,1;6,9;19;NA;17;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;68;75
"49";"D";"13";2;63,2;7;25;NA;19;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;70,2;100
"50";"D";"13";3;59,5;7,8;27;NA;23;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;67,3;87,5
"51";"D";"13";4;80,4;11;49;NA;25;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;91,4;87,5
"52";"D";"13";5;58,8;8,7;43;NA;19;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;67,5;100
"53";"D";"13";6;68;8,1;57;NA;21;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;76,1;100
"54";"D";"13";7;70,5;8,5;44;NA;23;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;79;100
"55";"D";"13";8;70,2;7,5;45;NA;23;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;77,7;100
"56";"D";"13";9;59;6,5;22;NA;17;82,2;379,0875789474;"B3";255,4179566563;45,2416666666667;65,5;100
"57";"D";"48";1;57;7,5;31;NA;19;80,8;309,69;"D3";205,8823529412;51,5538847117794;64,5;87,5
"58";"D";"48";2;62;6,8;37;NA;19;80,8;309,69;"D3";205,8823529412;51,5538847117794;68,8;75
"59";"D";"48";3;61,5;8;54;NA;23;80,8;309,69;"D3";205,8823529412;51,5538847117794;69,5;100
"60";"D";"48";4;55,9;7,1;35;NA;19;80,8;309,69;"D3";205,8823529412;51,5538847117794;63;87,5
"61";"D";"48";5;64,4;6,1;36;NA;15;80,8;309,69;"D3";205,8823529412;51,5538847117794;70,5;100
"62";"D";"48";6;59,5;7,6;46;NA;19;80,8;309,69;"D3";205,8823529412;51,5538847117794;67,1;75
"63";"D";"48";7;42,4;6,4;23;NA;19;80,8;309,69;"D3";205,8823529412;51,5538847117794;48,8;100
"64";"D";"48";8;49,5;5;22;NA;19;80,8;309,69;"D3";205,8823529412;51,5538847117794;54,5;100
"65";"D";"48";9;50,9;4,6;19;NA;17;80,8;309,69;"D3";205,8823529412;51,5538847117794;55,5;100
"66";"D";"48";10;NA;5,8;19;NA;17;80,8;309,69;"D3";205,8823529412;51,5538847117794;NA;100
"67";"D";"17";1;61,5;6,8;39;1,57;17;82;591,254125;"B3";235,2941176471;47,125;68,3;100
"68";"D";"17";2;59,8;7,1;34;1,24;19;82;591,254125;"B3";235,2941176471;47,125;66,9;87,5
"69";"D";"17";3;65;7,9;30;1,53;21;82;591,254125;"B3";235,2941176471;47,125;72,9;62,5
"70";"D";"17";4;56,5;8,1;33;1,58;19;82;591,254125;"B3";235,2941176471;47,125;64,6;100
"71";"D";"17";5;58;6,4;28;1,11;17;82;591,254125;"B3";235,2941176471;47,125;64,4;75
"72";"D";"17";6;67,1;7,9;49;2,2;21;82;591,254125;"B3";235,2941176471;47,125;75;87,5
"73";"D";"17";7;66,6;8;39;0,91;21;82;591,254125;"B3";235,2941176471;47,125;74,6;100
"74";"D";"17";8;62,2;6,1;23;0,99;15;82;591,254125;"B3";235,2941176471;47,125;68,3;NA
"75";"D";"17";9;56,3;6,5;19;0,92;21;82;591,254125;"B3";235,2941176471;47,125;62,8;100
"76";"D";"17";10;55,5;6,6;33;1,59;21;82;591,254125;"B3";235,2941176471;47,125;62,1;75
"77";"D";"30";1;61,4;6,9;21;0,97;21;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;68,3;75
"78";"D";"30";2;40,9;5,6;16;0,38;19;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;46,5;75
"79";"D";"30";3;55,5;6,5;26;0,92;17;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;62;100
"80";"D";"30";4;56,6;7;24;1,1;19;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;63,6;100
"81";"D";"30";5;52;6,6;35;1,41;19;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;58,6;87,5
"82";"D";"30";6;59,2;8,1;40;1,35;23;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;67,3;100
"83";"D";"30";7;57,7;6,4;24;0,92;17;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;64,1;100
"84";"D";"30";8;66;7;46;2,38;19;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;73;100
"85";"D";"30";9;74;8,5;47;2,16;21;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;82,5;100
"86";"D";"30";10;56,6;6;27;1,43;19;83,5;535,0087894737;"C3";323,5294117647;48,290025146689;62,6;100
"87";"D";"10";1;61,5;5,2;19;1,03;13;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;66,7;75
"88";"D";"10";2;62,5;7,5;40;1,21;17;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;70;62,5
"89";"D";"10";3;68,5;7,1;26;1,44;23;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;75,6;100
"90";"D";"10";4;58,5;7;38;1,65;19;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;65,5;100
"91";"D";"10";5;55,5;5,8;23;1,06;17;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;61,3;100
"92";"D";"10";6;65,9;7,3;29;1,45;19;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;73,2;100
"93";"D";"10";7;69;8,5;37;1,6;21;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;77,5;62,5
"94";"D";"10";8;68;7;32;1,24;19;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;75;100
"95";"D";"10";9;58,2;5;17;0,81;13;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;63,2;62,5
"96";"D";"10";10;83,9;10;55;3,34;23;81,8;468,6588094737;"A3";289,4736842105;50,4666666666667;93,9;100
"97";"D";"8";1;64,1;6,6;26;1,22;19;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;70,7;100
"98";"D";"8";2;73,1;8;42;3,01;21;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;81,1;100
"99";"D";"8";3;62,1;6;16;0,87;19;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;68,1;NA
"100";"D";"8";4;58,5;6;18;0,91;17;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;64,5;75
"101";"D";"8";5;71;8,2;35;1,98;19;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;79,2;75
"102";"D";"8";6;73,9;6;25;1,34;19;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;79,9;100
"103";"D";"8";7;68,6;6;25;1,49;17;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;74,6;100
"104";"D";"8";8;67;9;50;2,35;25;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;76;100
"105";"D";"8";9;67,6;7,6;36;1,11;19;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;75,2;100
"106";"D";"8";10;49;5,2;6;0,34;17;82,5;383,2470747368;"A3";258,5139318885;51,8462823725982;54,2;NA
"107";"D";"15";1;58,4;7,9;28;1,35;21;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;66,3;75
"108";"D";"15";2;63,5;7,6;32;1,79;19;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;71,1;100
"109";"D";"15";3;77;7,5;26;1,55;17;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;84,5;100
"110";"D";"15";4;67,8;6;14;0,73;15;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;73,8;87,5
"111";"D";"15";5;68,4;6,9;36;1,92;21;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;75,3;100
"112";"D";"15";6;59;10;56;2,75;25;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;69;75
"113";"D";"15";7;64,5;9,5;32;1,74;21;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;74;100
"114";"D";"15";8;64,9;8,6;31;1,6;21;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;73,5;87,5
"115";"D";"15";9;69,7;7,5;34;1,62;19;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;77,2;100
"116";"D";"15";10;73;6;22;1,2;17;80,4;429,8261933553;"B3";301,8575851393;47,5333333333333;79;100
"117";"D";"31";1;67,3;6,9;45;1,89;19;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;74,2;100
"118";"D";"31";2;54,5;8;34;1,6;21;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;62,5;87,5
"119";"D";"31";3;77,1;7,5;58;3,02;21;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;84,6;100
"120";"D";"31";4;68;8,2;46;2,36;23;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;76,2;100
"121";"D";"31";5;47,9;7;38;1,18;21;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;54,9;87,5
"122";"D";"31";6;60;6,7;21;0,97;19;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;66,7;87,5
"123";"D";"31";7;67,2;7;34;1,36;19;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;74,2;100
"124";"D";"31";8;60,1;6;26;1,13;17;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;66,1;100
"125";"D";"31";9;61,4;6;28;1,35;15;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;67,4;75
"126";"D";"31";10;75;6,5;24;1,49;17;82,7;304,8557565789;"C3";238,3900928793;52,6188490408674;81,5;100
"127";"D";"41";1;74,9;9,5;34;2,22;21;82;454,5039473684;"D3";295,6656346749;50,1416666666667;84,4;100
"128";"D";"41";2;62;6;21;1,1;19;82;454,5039473684;"D3";295,6656346749;50,1416666666667;68;100
"129";"D";"41";3;64,1;5,2;24;1,33;17;82;454,5039473684;"D3";295,6656346749;50,1416666666667;69,3;100
"130";"D";"41";4;61,1;9;NA;2,86;25;82;454,5039473684;"D3";295,6656346749;50,1416666666667;70,1;87,5
"131";"D";"41";5;50;6;31;0,89;15;82;454,5039473684;"D3";295,6656346749;50,1416666666667;56;100
"132";"D";"41";6;55,4;6,4;22;1,03;17;82;454,5039473684;"D3";295,6656346749;50,1416666666667;61,8;87,5
"133";"D";"41";7;63,6;6,1;25;1,31;19;82;454,5039473684;"D3";295,6656346749;50,1416666666667;69,7;100
"134";"D";"41";8;58,1;6,5;27;1,43;19;82;454,5039473684;"D3";295,6656346749;50,1416666666667;64,6;87,5
"135";"D";"41";9;63,5;6,1;29;1,16;19;82;454,5039473684;"D3";295,6656346749;50,1416666666667;69,6;100
"136";"D";"41";10;NA;5,6;20;0,82;17;82;454,5039473684;"D3";295,6656346749;50,1416666666667;NA;100
"137";"D";"33";1;67;6;19;1,13;17;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;73;75
"138";"D";"33";2;65,6;5,5;23;1,24;17;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;71,1;87,5
"139";"D";"33";3;74;8;51;2,67;19;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;82;100
"140";"D";"33";4;50;7,3;30;1,62;21;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;57,3;87,5
"141";"D";"33";5;74,5;6,1;21;1,17;17;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;80,6;87,5
"142";"D";"33";6;68;6,1;34;1,82;17;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;74,1;100
"143";"D";"33";7;66,5;6;27;1,33;19;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;72,5;100
"144";"D";"33";8;67;6,1;29;1,37;17;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;73,1;100
"145";"D";"33";9;68,5;5,5;20;1,04;15;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;74;100
"146";"D";"33";10;64,9;6;25;1,29;15;82,8;312,1059236842;"C3";238,3900928793;52,2685571309425;70,9;100
"147";"D";"18";1;66,5;8;59;2,49;19;80,8;491,86137;"B3";255,4179566563;48,4583333333333;74,5;100
"148";"D";"18";2;76,5;8;37;2,14;19;80,8;491,86137;"B3";255,4179566563;48,4583333333333;84,5;100
"149";"D";"18";3;83,4;7,5;33;1,3;19;80,8;491,86137;"B3";255,4179566563;48,4583333333333;90,9;100
"150";"D";"18";4;71;8,6;38;2,26;19;80,8;491,86137;"B3";255,4179566563;48,4583333333333;79,6;100
"151";"D";"18";5;70,2;9,4;53;2,48;21;80,8;491,86137;"B3";255,4179566563;48,4583333333333;79,6;100
"152";"D";"18";6;75,8;9;32;1,99;19;80,8;491,86137;"B3";255,4179566563;48,4583333333333;84,8;100
"153";"D";"18";7;46,8;7,4;9;0,36;21;80,8;491,86137;"B3";255,4179566563;48,4583333333333;54,2;NA
"154";"D";"18";8;52,5;6,7;21;0,53;19;80,8;491,86137;"B3";255,4179566563;48,4583333333333;59,2;75
"155";"D";"18";9;52;6;41;1,51;15;80,8;491,86137;"B3";255,4179566563;48,4583333333333;58;87,5
"156";"D";"18";10;65,4;8;25;1,24;21;80,8;491,86137;"B3";255,4179566563;48,4583333333333;73,4;100
"157";"D";"11";1;77,7;7,9;44;2,16;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;85,6;100
"158";"D";"11";2;59,4;10;37;1,93;25;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;69,4;87,5
"159";"D";"11";3;70;5;23;1,15;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;75;87,5
"160";"D";"11";4;54,6;6;14;0,55;17;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;60,6;75
"161";"D";"11";5;47,5;6,5;24;1,05;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;54;87,5
"162";"D";"11";6;65;6,5;30;1,4;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;71,5;87,5
"163";"D";"11";7;85,3;7;49;2,68;21;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;92,3;100
"164";"D";"11";8;72,4;7,5;36;2,07;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;79,9;100
"165";"D";"11";9;70,5;8;34;2,23;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;78,5;87,5
"166";"D";"11";10;62,7;7,4;30;1,51;19;81,6;403,3346826316;"A3";222,9102167183;50,5620805369128;70,1;100
"167";"D";"27";1;60,7;6,1;24;1,17;21;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;66,8;100
"168";"D";"27";2;54,5;8,5;60;2,39;23;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;63;100
"169";"D";"27";3;56,9;5,6;22;1,11;15;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;62,5;87,5
"170";"D";"27";4;66,9;6,1;30;1,72;19;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;73;100
"171";"D";"27";5;66,5;6,1;28;1,12;17;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;72,6;87,5
"172";"D";"27";6;67,2;7;32;1,63;21;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;74,2;100
"173";"D";"27";7;63,3;7,5;41;1,63;19;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;70,8;87,5
"174";"D";"27";8;74,5;9;47;2,86;21;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;83,5;100
"175";"D";"27";9;62;6,6;30;1,12;17;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;68,6;87,5
"176";"D";"27";10;79,8;7,6;37;1,51;23;81,2;485,9419789474;"C3";294,1176470588;47,9316096747289;87,4;100
"177";"D";"12";1;60,1;8,1;28;1,48;21;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;68,2;100
"178";"D";"12";2;66;6;30;1,51;15;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;72;87,5
"179";"D";"12";3;60;6,5;31;1,76;21;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;66,5;100
"180";"D";"12";4;69,6;5,7;25;1,44;15;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;75,3;100
"181";"D";"12";5;61;8,5;41;2,5;25;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;69,5;100
"182";"D";"12";6;62,4;7;40;1,59;17;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;69,4;100
"183";"D";"12";7;54,7;5,6;21;1,2;17;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;60,3;87,5
"184";"D";"12";8;66,6;8;12;0,66;19;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;74,6;75
"185";"D";"12";9;66;6,1;25;1,43;17;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;72,1;100
"186";"D";"12";10;68,9;7,5;26;1,57;15;81,9;391,8494703947;"A3";286,3777089783;50,8514190317195;76,4;100
"187";"D";"7";1;66;5,6;23;1,32;17;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;71,6;75
"188";"D";"7";2;70,6;6,9;25;1,27;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;77,5;87,5
"189";"D";"7";3;68,2;7,5;50;2,61;23;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;75,7;100
"190";"D";"7";4;70,6;8;48;1,5;21;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;78,6;87,5
"191";"D";"7";5;69,7;6,5;42;2,54;17;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;76,2;100
"192";"D";"7";6;70;6,9;34;1,65;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;76,9;100
"193";"D";"7";7;67;6,2;30;0,81;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;73,2;100
"194";"D";"7";8;85,1;7,4;34;1,72;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;92,5;100
"195";"D";"7";9;67,2;6;36;2,22;17;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;73,2;100
"196";"D";"7";10;77,2;7,5;35;1,92;21;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;84,7;100
"197";"D";"16";1;68,9;7,4;26;1,53;15;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;76,3;87,5
"198";"D";"16";2;76;5,9;38;2,22;19;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;81,9;100
"199";"D";"16";3;75,4;6;19;0,81;13;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;81,4;100
"200";"D";"16";4;68,5;7,2;48;2,08;19;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;75,7;75
"201";"D";"16";5;60,5;9,1;54;2,07;21;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;69,6;100
"202";"D";"16";6;53,5;5;17;0,67;17;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;58,5;87,5
"203";"D";"16";7;57,5;5;18;0,83;17;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;62,5;75
"204";"D";"16";8;58,2;5,6;20;0,79;15;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;63,8;87,5
"205";"D";"16";9;39,8;5,1;13;0,35;15;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;44,9;NA
"206";"D";"16";10;76;6;40;2,14;19;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;82;100
"207";"D";"43";1;71,7;6,6;22;1,18;17;80,5;337,6758;"D3";162,5386996904;51,938178780284;78,3;100
"208";"D";"43";2;75,4;6,5;30;2,2;21;80,5;337,6758;"D3";162,5386996904;51,938178780284;81,9;100
"209";"D";"43";3;55,5;5;19;0,85;15;80,5;337,6758;"D3";162,5386996904;51,938178780284;60,5;75
"210";"D";"43";4;71,4;7;24;1,42;15;80,5;337,6758;"D3";162,5386996904;51,938178780284;78,4;87,5
"211";"D";"43";5;68,3;6,5;27;1,44;19;80,5;337,6758;"D3";162,5386996904;51,938178780284;74,8;100
"212";"D";"43";6;62,4;6,9;23;1,12;19;80,5;337,6758;"D3";162,5386996904;51,938178780284;69,3;87,5
"213";"D";"43";7;76,6;8,5;28;1,66;19;80,5;337,6758;"D3";162,5386996904;51,938178780284;85,1;87,5
"214";"D";"43";8;73;6,6;24;1,23;17;80,5;337,6758;"D3";162,5386996904;51,938178780284;79,6;100
"215";"D";"43";9;53,4;5,4;13;0,33;14;80,5;337,6758;"D3";162,5386996904;51,938178780284;58,8;87,5
"216";"D";"43";10;49;5,1;14;0,57;13;80,5;337,6758;"D3";162,5386996904;51,938178780284;54,1;75
"217";"D";"21";1;78,6;9;42;2,1;23;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;87,6;87,5
"218";"D";"21";2;63;6;20;0,8;13;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;69;62,5
"219";"D";"21";3;74,4;8;41;2,13;25;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;82,4;100
"220";"D";"21";4;60,9;7,4;27;1,26;23;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;68,3;100
"221";"D";"21";5;68,1;5,5;19;0,62;15;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;73,6;NA
"222";"D";"21";6;72,2;7,1;42;1,75;21;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;79,3;100
"223";"D";"21";7;75,5;8;27;1,05;17;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;83,5;75
"224";"D";"21";8;67;7,5;39;2,39;21;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;74,5;100
"225";"D";"21";9;70;6,5;28;1,78;19;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;76,5;100
"226";"D";"21";10;72,5;8;38;2,58;19;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;80,5;100
"227";"D";"28";1;75;7,1;24;1,2;17;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;82,1;100
"228";"D";"28";2;52,5;6;13;1,46;13;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;58,5;75
